,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_corr_selector__threshold,param_model__learning_rate,param_model__n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision
0,40.62032017707825,1.3804265404712068,0.9984220027923584,0.33692249093293464,0.8,0.8,40,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 0.8, 'model__n_estimators': 40}",0.8441800458715596,0.8450179211469534,0.8473118279569892,0.8506093189964158,0.8613620071684588,0.8496962242280753,0.006243786072975425,41,0.8570133695898482,0.8528951486697965,0.8556053811659193,0.8653098559341413,0.8714220808723308,0.8604491672464072,0.006875482437577287,61
1,42.639898490905765,0.9231229303009085,0.6045791149139405,0.1259439751609831,0.8,0.8,53,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 0.8, 'model__n_estimators': 53}",0.8529243119266054,0.8550537634408603,0.8576344086021506,0.8610752688172043,0.8676702508960573,0.8588716007365755,0.005172024126427946,7,0.8675057208237986,0.8620148081669284,0.8654799459215863,0.8764976958525346,0.8784833257195066,0.869996299296871,0.006396911821665794,31
2,44.25969567298889,2.252807899546242,1.10190806388855,0.19164522241485824,0.8,0.8,66,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 0.8, 'model__n_estimators': 66}",0.8560779816513762,0.8553405017921147,0.8620788530465949,0.8620788530465949,0.8712544802867384,0.8613661339646839,0.005710834053484141,3,0.8691780821917808,0.8648587570621469,0.8703913141823117,0.8780882013391826,0.884766075132519,0.8734564859815883,0.007084921363523296,8
3,46.50042171478272,1.5992018553482712,1.1007963180541993,0.34542079148397553,0.8,0.8,80,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 0.8, 'model__n_estimators': 80}",0.8572247706422018,0.8556272401433692,0.8652329749103943,0.8659498207885304,0.8742652329749104,0.8636600078918812,0.006724966967441535,1,0.8709382151029749,0.8679116374402186,0.8740639891082369,0.882175925925926,0.8890690134321445,0.8768317562019001,0.007749496688822466,5
4,39.020490407943726,1.7184252035540941,0.5792552947998046,0.09714951808286572,0.8,1.033,40,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.033, 'model__n_estimators': 40}",0.8471903669724771,0.8434408602150537,0.8514695340501792,0.8580645161290322,0.8574910394265233,0.851531263358653,0.0057009497017572125,33,0.8612756264236902,0.8586411308709531,0.8605541788691147,0.87782173609495,0.8761308281141267,0.866884700074567,0.00830184653921645,44
5,40.39961428642273,2.7333860245057844,0.860423469543457,0.265543115840491,0.8,1.033,53,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.033, 'model__n_estimators': 53}",0.8510607798165137,0.8490322580645161,0.8566308243727598,0.8625089605734767,0.862652329749104,0.856377030515274,0.005643625818219629,12,0.8672789896670494,0.8656716417910447,0.8672566371681416,0.8824078394773682,0.8806593916879498,0.8726548999583107,0.007293822925659154,13
6,37.43976020812988,3.6235579825997872,1.1608604431152343,0.34817082537515587,0.8,1.033,66,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.033, 'model__n_estimators': 66}",0.8559346330275229,0.8566308243727598,0.8599283154121864,0.8668100358422939,0.865663082437276,0.8609933782184077,0.004503260622013833,4,0.8705019482007793,0.8735579141670512,0.8707916287534122,0.8855477855477856,0.8835425383542538,0.8767883630046563,0.0064538670640325955,6
7,40.51996545791626,2.098067397557396,1.6377100944519043,0.29375357937309426,0.8,1.033,80,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.033, 'model__n_estimators': 80}",0.8557912844036697,0.8570609318996416,0.8627956989247312,0.8688172043010752,0.8660931899641577,0.8621116618986552,0.005034715811287373,2,0.8714942528735632,0.8758988633727673,0.8744292237442922,0.8882655446470313,0.8843379101698859,0.878885158961508,0.006342285773344081,1
8,31.35984058380127,2.0467394985960197,0.8603874683380127,0.23481460781532412,0.8,1.267,40,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.267, 'model__n_estimators': 40}",0.8463302752293578,0.8431541218637992,0.8470250896057347,0.8554838709677419,0.857921146953405,0.8499829009240077,0.005692081643092728,40,0.8667747914735866,0.8615455381784729,0.8622029250457038,0.8796143898424641,0.8799157303370787,0.8700106749754613,0.008166172946471997,30
9,36.88278727531433,3.6036650971623883,1.260002613067627,0.34955344770761776,0.8,1.267,53,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.267, 'model__n_estimators': 53}",0.8504873853211009,0.8481720430107527,0.8518996415770609,0.859068100358423,0.8607885304659498,0.8540831401466574,0.004948742785112,17,0.8697060865540385,0.8654863186939526,0.8665903890160183,0.8810304449648712,0.8815420560747663,0.8728710590607294,0.007010849092848706,12
